total_pounds,weighted_average,report_date,item_description
,,2017-02-23,butt_bnls
"27,211","1,016.13",2017-02-23,tndrloin
,,2017-02-23,butt_CC
"161,360",991.25,2017-02-24,tndrloin
"62,654",482.95,2017-02-24,butt_CC
,,2017-02-24,butt_bnls
"35,250",970.24,2017-02-27,tndrloin
"10,061",404.08,2017-02-27,butt_CC
"24,574",300.69,2017-02-27,butt_bnls
"16,362",443.52,2017-02-28,butt_CC
,,2017-02-28,butt_bnls
"32,400","1,005.81",2017-02-28,tndrloin
"16,362",443.52,2017-02-28,butt_CC
,,2017-02-28,butt_bnls
"32,400","1,005.81",2017-02-28,tndrloin
"14,231",305.91,2017-03-01,butt_bnls
"134,579","1,002.77",2017-03-01,tndrloin
"23,555",478.08,2017-03-01,butt_CC
"2,470",306.25,2017-03-02,butt_bnls
"152,167","1,040.04",2017-03-02,tndrloin
"14,787",459.59,2017-03-02,butt_CC
"19,806",511.37,2017-03-03,butt_CC
"11,178","1,013.37",2017-03-03,tndrloin
"153,948",350.01,2017-03-03,butt_bnls
"34,916","1,016.49",2017-03-06,tndrloin
"6,982",462.14,2017-03-06,butt_CC
"30,782",347.17,2017-03-06,butt_bnls
"108,698","1,060.52",2017-03-07,tndrloin
"38,901",500.71,2017-03-07,butt_CC
"22,796",321.13,2017-03-07,butt_bnls
"10,696",498.72,2017-03-08,butt_CC
"27,628",324.54,2017-03-08,butt_bnls
"42,661","1,066.54",2017-03-08,tndrloin
"152,378","1,066.25",2017-03-09,tndrloin
,,2017-03-09,butt_CC
,,2017-03-09,butt_bnls
"5,039",347.27,2017-03-10,butt_bnls
"88,654","1,049.69",2017-03-10,tndrloin
"5,245",543.42,2017-03-10,butt_CC
"11,928",377.89,2017-03-13,butt_bnls
"125,584","1,077.22",2017-03-13,tndrloin
"11,383",494.01,2017-03-13,butt_CC
"52,058","1,107.35",2017-03-14,tndrloin
"16,878",485.24,2017-03-14,butt_CC
"4,700",359.56,2017-03-14,butt_bnls
"96,351","1,099.38",2017-03-15,tndrloin
,,2017-03-15,butt_CC
"3,099",392.87,2017-03-15,butt_bnls
"75,460","1,097.19",2017-03-16,tndrloin
"31,520",528.99,2017-03-16,butt_CC
"2,461",378.14,2017-03-16,butt_bnls
"4,494",391.88,2017-03-17,butt_bnls
,,2017-03-17,butt_CC
"94,229","1,130.84",2017-03-17,tndrloin
"47,797","1,145.24",2017-03-20,tndrloin
"4,000",511.78,2017-03-20,butt_CC
"9,197",401.78,2017-03-20,butt_bnls
"39,652","1,152.26",2017-03-21,tndrloin
,,2017-03-21,butt_CC
"2,716",396.47,2017-03-21,butt_bnls
"23,820","1,127.45",2017-03-22,tndrloin
"6,297",571.36,2017-03-22,butt_CC
"1,864",399.47,2017-03-22,butt_bnls
"8,536",393.15,2017-03-23,butt_bnls
"78,385","1,117.27",2017-03-23,tndrloin
"39,029",568.41,2017-03-23,butt_CC
,,2017-03-24,butt_CC
"5,520",387.81,2017-03-24,butt_bnls
"13,740","1,107.70",2017-03-24,tndrloin
"32,820","1,087.20",2017-03-27,tndrloin
"6,185",557.17,2017-03-27,butt_CC
"3,977",396.01,2017-03-27,butt_bnls
"57,791","1,064.10",2017-03-28,tndrloin
,,2017-03-28,butt_CC
"13,545",380.41,2017-03-28,butt_bnls
"3,628",395.14,2017-03-29,butt_bnls
"245,359","1,040.67",2017-03-29,tndrloin
,,2017-03-29,butt_CC
"161,879","1,047.15",2017-03-30,tndrloin
,,2017-03-30,butt_CC
,,2017-03-30,butt_bnls
"60,387","1,053.11",2017-03-31,tndrloin
"32,280",509.54,2017-03-31,butt_CC
"5,164",388.10,2017-03-31,butt_bnls
"129,708","1,024.39",2017-04-03,tndrloin
"4,125",504.77,2017-04-03,butt_CC
"3,555",396.95,2017-04-03,butt_bnls
"1,881",393.94,2017-04-04,butt_bnls
,,2017-04-04,butt_CC
"35,890","1,030.96",2017-04-04,tndrloin
"114,792","1,023.25",2017-04-05,tndrloin
"3,310",572.88,2017-04-05,butt_CC
"5,921",383.33,2017-04-05,butt_bnls
"87,029","1,007.53",2017-04-06,tndrloin
"50,185",482.99,2017-04-06,butt_CC
,,2017-04-06,butt_bnls
"161,092","1,018.83",2017-04-07,tndrloin
,,2017-04-07,butt_CC
"4,105",372.58,2017-04-07,butt_bnls
"4,545",369.48,2017-04-10,butt_bnls
"9,284",455.81,2017-04-10,butt_CC
"115,224","1,013.47",2017-04-10,tndrloin
"96,270","1,000.50",2017-04-11,tndrloin
"6,479",449.75,2017-04-11,butt_CC
"13,378",364.68,2017-04-11,butt_bnls
"105,320","1,011.05",2017-04-12,tndrloin
"22,276",496.45,2017-04-12,butt_CC
"5,347",359.88,2017-04-12,butt_bnls
"158,404","1,010.15",2017-04-13,tndrloin
"14,762",526.79,2017-04-13,butt_CC
"2,429",360.16,2017-04-13,butt_bnls
"62,562",330.13,2017-04-14,butt_bnls
,,2017-04-14,butt_CC
"99,068","1,023.71",2017-04-14,tndrloin
"8,762",353.71,2017-04-17,butt_bnls
"30,817","1,013.58",2017-04-17,tndrloin
"5,786",522.66,2017-04-17,butt_CC
"11,141",350.55,2017-04-18,butt_bnls
"81,733","1,023.60",2017-04-18,tndrloin
"23,270",455.47,2017-04-18,butt_CC
"11,891",338.13,2017-04-19,butt_bnls
"79,134","1,023.46",2017-04-19,tndrloin
,,2017-04-19,butt_CC
"50,772","1,022.63",2017-04-20,tndrloin
"13,190",511.55,2017-04-20,butt_CC
"2,919",347.72,2017-04-20,butt_bnls
"7,005","1,026.08",2017-04-21,tndrloin
,,2017-04-21,butt_CC
,,2017-04-21,butt_bnls
"241,438",475.86,2017-04-24,butt_CC
"15,000",336.15,2017-04-24,butt_bnls
"23,384","1,035.14",2017-04-24,tndrloin
"142,300","1,012.43",2017-04-25,tndrloin
"50,383",511.61,2017-04-25,butt_CC
"1,891",359.30,2017-04-25,butt_bnls
"5,958",342.27,2017-04-26,butt_bnls
"95,768","1,016.77",2017-04-26,tndrloin
"26,273",500.87,2017-04-26,butt_CC
"4,966",334.88,2017-04-27,butt_bnls
"25,331","1,027.15",2017-04-27,tndrloin
"41,593",501.90,2017-04-27,butt_CC
"39,376","1,038.50",2017-04-28,tndrloin
"6,084",526.80,2017-04-28,butt_CC
"8,552",344.14,2017-04-28,butt_bnls
"20,510","1,072.44",2017-05-01,tndrloin
,,2017-05-01,butt_CC
"6,462",350.80,2017-05-01,butt_bnls
"57,330","1,086.83",2017-05-02,tndrloin
"29,247",508.73,2017-05-02,butt_CC
,,2017-05-02,butt_bnls
"7,669",364.77,2017-05-03,butt_bnls
"45,155","1,071.34",2017-05-03,tndrloin
"7,802",529.92,2017-05-03,butt_CC
"52,110","1,086.07",2017-05-04,tndrloin
"229,608",481.36,2017-05-04,butt_CC
"15,945",357.42,2017-05-04,butt_bnls
"21,694","1,091.98",2017-05-05,tndrloin
"8,733",478.91,2017-05-05,butt_CC
,,2017-05-05,butt_bnls
"2,597",363.63,2017-05-08,butt_bnls
"7,321",487.35,2017-05-08,butt_CC
"42,287","1,100.50",2017-05-08,tndrloin
"2,423",365.88,2017-05-09,butt_bnls
"90,937","1,055.91",2017-05-09,tndrloin
"1,388",550.91,2017-05-09,butt_CC
"8,129",375.96,2017-05-10,butt_bnls
"24,456","1,120.76",2017-05-10,tndrloin
"6,741",545.68,2017-05-10,butt_CC
"120,683","1,072.05",2017-05-11,tndrloin
,,2017-05-11,butt_CC
"3,511",387.14,2017-05-11,butt_bnls
"32,124","1,084.29",2017-05-12,tndrloin
,,2017-05-12,butt_CC
,,2017-05-12,butt_bnls
"3,389",386.97,2017-05-15,butt_bnls
,,2017-05-15,butt_CC
"35,613","1,088.77",2017-05-15,tndrloin
"13,516","1,089.09",2017-05-16,tndrloin
"3,008",554.02,2017-05-16,butt_CC
,,2017-05-16,butt_bnls
"192,192","1,017.33",2017-05-17,tndrloin
"3,631",549.46,2017-05-17,butt_CC
"5,695",377.94,2017-05-17,butt_bnls
"4,962",361.78,2017-05-18,butt_bnls
"21,311",517.81,2017-05-18,butt_CC
"38,852","1,041.55",2017-05-18,tndrloin
"15,476",345.79,2017-05-19,butt_bnls
"265,411","1,012.56",2017-05-19,tndrloin
"3,758",555.68,2017-05-19,butt_CC
"17,057","1,023.93",2017-05-22,tndrloin
"23,236",540.67,2017-05-22,butt_CC
"3,262",365.88,2017-05-22,butt_bnls
"157,458","1,022.54",2017-05-23,tndrloin
"7,184",516.95,2017-05-23,butt_CC
,,2017-05-23,butt_bnls
"6,417",551.82,2017-05-24,butt_CC
"6,974",360.87,2017-05-24,butt_bnls
"129,648","1,006.99",2017-05-24,tndrloin
"70,943","1,010.45",2017-05-25,tndrloin
,,2017-05-25,butt_CC
"6,561",344.99,2017-05-25,butt_bnls
"8,462",349.72,2017-05-26,butt_bnls
"50,278","1,011.38",2017-05-26,tndrloin
,,2017-05-26,butt_CC
,,2017-05-30,butt_bnls
"32,228","1,003.16",2017-05-30,tndrloin
"9,827",499.40,2017-05-30,butt_CC
"26,964",521.95,2017-05-31,butt_CC
"73,934","1,005.06",2017-05-31,tndrloin
"9,921",349.91,2017-05-31,butt_bnls
"150,171","1,002.84",2017-06-01,tndrloin
,,2017-06-01,butt_CC
"15,571",325.97,2017-06-01,butt_bnls
"153,098","1,018.03",2017-06-02,tndrloin
"52,611",426.75,2017-06-02,butt_CC
"6,617",341.48,2017-06-02,butt_bnls
"1,915",338.89,2017-06-05,butt_bnls
"74,275","1,021.59",2017-06-05,tndrloin
,,2017-06-05,butt_CC
"5,465",505.23,2017-06-06,butt_CC
,,2017-06-06,butt_bnls
"105,307","1,009.26",2017-06-06,tndrloin
"91,460","1,043.58",2017-06-07,tndrloin
"52,141",547.78,2017-06-07,butt_CC
"9,429",348.77,2017-06-07,butt_bnls
"31,233","1,074.16",2017-06-08,tndrloin
,,2017-06-08,butt_CC
"3,132",350.51,2017-06-08,butt_bnls
"9,370",352.00,2017-06-09,butt_bnls
"18,661",541.17,2017-06-09,butt_CC
"66,685","1,042.71",2017-06-09,tndrloin
"2,619",356.68,2017-06-12,butt_bnls
"13,865","1,044.45",2017-06-12,tndrloin
"8,887",549.45,2017-06-12,butt_CC
"95,052","1,045.39",2017-06-13,tndrloin
"4,613",473.06,2017-06-13,butt_CC
"16,661",351.76,2017-06-13,butt_bnls
"93,055","1,046.67",2017-06-14,tndrloin
"101,261",473.11,2017-06-14,butt_CC
"10,803",357.65,2017-06-14,butt_bnls
"5,741",340.90,2017-06-15,butt_bnls
"77,473",526.91,2017-06-15,butt_CC
"84,701","1,027.90",2017-06-15,tndrloin
"84,749","1,029.39",2017-06-16,tndrloin
,,2017-06-16,butt_CC
,,2017-06-16,butt_bnls
"13,058","1,060.54",2017-06-19,tndrloin
"41,747",439.53,2017-06-19,butt_CC
"6,912",360.00,2017-06-19,butt_bnls
"7,942",355.23,2017-06-20,butt_bnls
,,2017-06-20,butt_CC
"138,529",996.48,2017-06-20,tndrloin
"58,361","1,020.67",2017-06-21,tndrloin
"37,054",551.17,2017-06-21,butt_CC
"8,108",360.96,2017-06-21,butt_bnls
"148,764","1,006.31",2017-06-22,tndrloin
,,2017-06-22,butt_CC
"2,349",363.04,2017-06-22,butt_bnls
"76,819",986.06,2017-06-23,tndrloin
"62,768",450.56,2017-06-23,butt_CC
"6,032",353.39,2017-06-23,butt_bnls
"6,024",360.00,2017-06-26,butt_bnls
"70,638","1,004.41",2017-06-26,tndrloin
,,2017-06-26,butt_CC
"34,446","1,071.55",2017-06-27,tndrloin
,,2017-06-27,butt_CC
,,2017-06-27,butt_bnls
"143,873",981.04,2017-06-28,tndrloin
"41,009",454.36,2017-06-28,butt_CC
"7,594",361.68,2017-06-28,butt_bnls
"64,564",998.71,2017-06-29,tndrloin
"17,878",549.11,2017-06-29,butt_CC
"5,159",362.50,2017-06-29,butt_bnls
"1,618",361.88,2017-06-30,butt_bnls
"50,994",977.34,2017-06-30,tndrloin
"42,336",455.00,2017-06-30,butt_CC
"97,960",977.07,2017-07-03,tndrloin
"6,222",505.02,2017-07-03,butt_CC
"2,016",371.75,2017-07-03,butt_bnls
"30,424","1,023.27",2017-07-05,tndrloin
"65,036",488.68,2017-07-05,butt_CC
"8,333",365.06,2017-07-05,butt_bnls
"156,144",997.65,2017-07-06,tndrloin
"11,007",537.29,2017-07-06,butt_CC
"15,091",364.93,2017-07-06,butt_bnls
"8,795",366.33,2017-07-07,butt_bnls
"66,674","1,012.22",2017-07-07,tndrloin
,,2017-07-07,butt_CC
"29,720",990.64,2017-07-10,tndrloin
"3,166",560.25,2017-07-10,butt_CC
"7,093",367.05,2017-07-10,butt_bnls
"32,771",970.99,2017-07-11,tndrloin
"6,494",525.14,2017-07-11,butt_CC
,,2017-07-11,butt_bnls
"8,098",370.94,2017-07-12,butt_bnls
"39,833",449.70,2017-07-12,butt_CC
"51,299","1,017.13",2017-07-12,tndrloin
"1,446",375.80,2017-07-13,butt_bnls
"254,515",948.49,2017-07-13,tndrloin
"83,391",470.51,2017-07-13,butt_CC
,,2017-07-14,butt_bnls
"85,164",959.80,2017-07-14,tndrloin
,,2017-07-14,butt_CC
"16,828",366.77,2017-07-17,butt_bnls
"34,866",965.08,2017-07-17,tndrloin
"1,846",556.89,2017-07-17,butt_CC
"102,318",943.99,2017-07-18,tndrloin
"12,875",460.12,2017-07-18,butt_CC
,,2017-07-18,butt_bnls
"222,272",938.66,2017-07-19,tndrloin
"2,051",546.98,2017-07-19,butt_CC
"6,296",372.46,2017-07-19,butt_bnls
"13,880",534.75,2017-07-20,butt_CC
"19,663",365.10,2017-07-20,butt_bnls
"309,511",937.22,2017-07-20,tndrloin
"62,279",952.03,2017-07-21,tndrloin
"2,087",483.78,2017-07-21,butt_CC
"9,440",367.10,2017-07-21,butt_bnls
"3,925",373.26,2017-07-24,butt_bnls
"26,989",969.05,2017-07-24,tndrloin
"179,006",477.68,2017-07-24,butt_CC
"2,276",369.94,2017-07-25,butt_bnls
"50,275",965.24,2017-07-25,tndrloin
"3,462",535.79,2017-07-25,butt_CC
"129,285",943.15,2017-07-26,tndrloin
"52,747",492.48,2017-07-26,butt_CC
"8,760",371.34,2017-07-26,butt_bnls
"77,050",941.17,2017-07-27,tndrloin
"11,873",538.29,2017-07-27,butt_CC
,,2017-07-27,butt_bnls
"91,526",943.44,2017-07-28,tndrloin
,,2017-07-28,butt_CC
"87,614",345.16,2017-07-28,butt_bnls
"7,318",362.89,2017-07-31,butt_bnls
"36,450",947.27,2017-07-31,tndrloin
"7,132",516.12,2017-07-31,butt_CC
"78,680",964.28,2017-08-01,tndrloin
"128,145",456.91,2017-08-01,butt_CC
"2,391",366.13,2017-08-01,butt_bnls
"125,369",947.08,2017-08-02,tndrloin
"12,959",529.07,2017-08-02,butt_CC
"8,148",360.48,2017-08-02,butt_bnls
"2,286",358.98,2017-08-03,butt_bnls
,,2017-08-03,butt_CC
"182,302",947.63,2017-08-03,tndrloin
"4,514",357.50,2017-08-04,butt_bnls
"57,438",935.66,2017-08-04,tndrloin
"6,950",519.86,2017-08-04,butt_CC
"6,053",362.73,2017-08-07,butt_bnls
"117,757",923.23,2017-08-07,tndrloin
"85,433",453.01,2017-08-07,butt_CC
"142,381",920.96,2017-08-08,tndrloin
,,2017-08-08,butt_CC
"2,008",359.03,2017-08-08,butt_bnls
"94,265",931.65,2017-08-09,tndrloin
"13,618",468.01,2017-08-09,butt_CC
"9,811",345.57,2017-08-09,butt_bnls
,,2017-08-10,butt_bnls
"9,400",481.53,2017-08-10,butt_CC
"174,114",927.62,2017-08-10,tndrloin
"13,895",938.17,2017-08-11,tndrloin
"1,415",517.36,2017-08-11,butt_CC
"10,763",336.71,2017-08-11,butt_bnls
"57,084",929.56,2017-08-14,tndrloin
"14,231",519.15,2017-08-14,butt_CC
"7,813",346.32,2017-08-14,butt_bnls
"4,589",348.57,2017-08-15,butt_bnls
"9,863",470.55,2017-08-15,butt_CC
"33,152",941.93,2017-08-15,tndrloin
"8,021",341.89,2017-08-16,butt_bnls
"76,637",924.53,2017-08-16,tndrloin
"85,080",442.66,2017-08-16,butt_CC
"95,170",914.86,2017-08-17,tndrloin
,,2017-08-17,butt_CC
"26,521",326.09,2017-08-17,butt_bnls
"59,648",909.55,2017-08-18,tndrloin
"9,178",507.17,2017-08-18,butt_CC
"26,597",303.15,2017-08-18,butt_bnls
,,2017-08-21,butt_CC
"45,734",327.01,2017-08-21,butt_bnls
"77,987",922.30,2017-08-21,tndrloin
"170,735",883.92,2017-08-22,tndrloin
"17,484",424.06,2017-08-22,butt_CC
,,2017-08-22,butt_bnls
"21,420",320.41,2017-08-23,butt_bnls
"293,200",874.14,2017-08-23,tndrloin
"16,817",471.22,2017-08-23,butt_CC
"2,051",319.84,2017-08-24,butt_bnls
"361,951",860.59,2017-08-24,tndrloin
"1,045",485.24,2017-08-24,butt_CC
"2,778",469.96,2017-08-25,butt_CC
"257,970",866.99,2017-08-25,tndrloin
"11,873",315.21,2017-08-25,butt_bnls
"130,251",871.78,2017-08-28,tndrloin
"6,112",457.50,2017-08-28,butt_CC
"5,883",301.34,2017-08-28,butt_bnls
"32,681",881.83,2017-08-29,tndrloin
,,2017-08-29,butt_CC
,,2017-08-29,butt_bnls
"8,642",281.19,2017-08-30,butt_bnls
"66,497",893.04,2017-08-30,tndrloin
"118,155",386.48,2017-08-30,butt_CC
"15,275",418.85,2017-08-31,butt_CC
"2,512",286.82,2017-08-31,butt_bnls
"64,593",880.32,2017-08-31,tndrloin
"95,838",868.20,2017-09-01,tndrloin
"432,822",347.59,2017-09-01,butt_CC
"35,315",257.88,2017-09-01,butt_bnls
"89,519",887.94,2017-09-05,tndrloin
"41,297",331.64,2017-09-05,butt_CC
"40,391",255.78,2017-09-05,butt_bnls
"7,088",268.39,2017-09-06,butt_bnls
"55,706",353.06,2017-09-06,butt_CC
"65,471",896.89,2017-09-06,tndrloin
"63,949",255.78,2017-09-07,butt_bnls
"603,001",858.91,2017-09-07,tndrloin
"23,884",398.77,2017-09-07,butt_CC
"128,036",880.48,2017-09-08,tndrloin
"4,195",382.02,2017-09-08,butt_CC
"14,433",283.14,2017-09-08,butt_bnls
"222,609",858.33,2017-09-11,tndrloin
"38,212",340.50,2017-09-11,butt_CC
"27,659",285.00,2017-09-11,butt_bnls
,,2017-09-12,butt_bnls
"7,990",395.23,2017-09-12,butt_CC
"14,036",949.82,2017-09-12,tndrloin
"52,935",877.03,2017-09-13,tndrloin
"144,778",337.22,2017-09-13,butt_CC
"19,399",256.67,2017-09-13,butt_bnls
"75,574",884.30,2017-09-14,tndrloin
"163,394",353.78,2017-09-14,butt_CC
"6,134",260.35,2017-09-14,butt_bnls
"4,663",266.69,2017-09-15,butt_bnls
,,2017-09-15,butt_CC
"76,926",919.45,2017-09-15,tndrloin
"65,268",877.80,2017-09-18,tndrloin
"5,649",376.21,2017-09-18,butt_CC
"4,898",260.42,2017-09-18,butt_bnls
"48,990",891.14,2017-09-19,tndrloin
"159,583",331.42,2017-09-19,butt_CC
"7,956",259.00,2017-09-19,butt_bnls
"56,755",885.79,2017-09-20,tndrloin
"183,505",330.69,2017-09-20,butt_CC
"10,963",260.14,2017-09-20,butt_bnls
,,2017-09-21,butt_bnls
"116,713",892.33,2017-09-21,tndrloin
,,2017-09-21,butt_CC
"70,501",914.27,2017-09-22,tndrloin
"136,289",333.53,2017-09-22,butt_CC
"66,595",246.91,2017-09-22,butt_bnls
"52,677",919.17,2017-09-25,tndrloin
,,2017-09-25,butt_CC
"41,739",259.83,2017-09-25,butt_bnls
"11,879",917.44,2017-09-26,tndrloin
"61,439",333.59,2017-09-26,butt_CC
"4,651",256.90,2017-09-26,butt_bnls
"8,574",251.57,2017-09-27,butt_bnls
"58,596",922.89,2017-09-27,tndrloin
"82,251",331.67,2017-09-27,butt_CC
"56,617",921.10,2017-09-28,tndrloin
"37,601",350.44,2017-09-28,butt_CC
"5,683",244.70,2017-09-28,butt_bnls
"43,639",931.45,2017-09-29,tndrloin
"81,858",347.30,2017-09-29,butt_CC
,,2017-09-29,butt_bnls
"35,351",949.34,2017-10-02,tndrloin
"2,196",384.58,2017-10-02,butt_CC
"8,898",240.20,2017-10-02,butt_bnls
"13,882",235.21,2017-10-03,butt_bnls
"20,262",925.42,2017-10-03,tndrloin
"33,662",339.07,2017-10-03,butt_CC
"70,665",922.70,2017-10-04,tndrloin
"2,324",342.00,2017-10-04,butt_CC
"16,513",230.01,2017-10-04,butt_bnls
"76,049",916.41,2017-10-05,tndrloin
"59,081",343.35,2017-10-05,butt_CC
"4,169",230.00,2017-10-05,butt_bnls
"29,870",230.86,2017-10-06,butt_bnls
,,2017-10-06,butt_CC
"221,046",905.50,2017-10-06,tndrloin
"6,080",232.87,2017-10-09,butt_bnls
"204,421",904.42,2017-10-09,tndrloin
,,2017-10-09,butt_CC
"5,760",233.83,2017-10-10,butt_bnls
"17,139",942.00,2017-10-10,tndrloin
"26,549",331.11,2017-10-10,butt_CC
"9,770",237.12,2017-10-11,butt_bnls
"97,792",915.51,2017-10-11,tndrloin
"71,172",350.37,2017-10-11,butt_CC
"63,921",935.95,2017-10-12,tndrloin
"29,474",349.80,2017-10-12,butt_CC
"70,473",231.28,2017-10-12,butt_bnls
"216,592",910.64,2017-10-13,tndrloin
,,2017-10-13,butt_CC
"8,827",234.81,2017-10-13,butt_bnls
"8,408",240.88,2017-10-16,butt_bnls
"78,491",927.93,2017-10-16,tndrloin
"5,509",360.43,2017-10-16,butt_CC
"108,001",942.33,2017-10-17,tndrloin
"50,941",347.13,2017-10-17,butt_CC
"1,080",238.86,2017-10-17,butt_bnls
"33,335",973.84,2017-10-18,tndrloin
"2,828",361.82,2017-10-18,butt_CC
"6,029",244.06,2017-10-18,butt_bnls
"1,239",243.75,2017-10-19,butt_bnls
"38,577",356.83,2017-10-19,butt_CC
"179,266",955.65,2017-10-19,tndrloin
"10,524",241.37,2017-10-20,butt_bnls
"39,583",966.72,2017-10-20,tndrloin
,,2017-10-20,butt_CC
"33,374",978.64,2017-10-23,tndrloin
,,2017-10-23,butt_CC
"9,061",241.74,2017-10-23,butt_bnls
"24,587","1,003.14",2017-10-24,tndrloin
"32,869",371.86,2017-10-24,butt_CC
,,2017-10-24,butt_bnls
"55,455",349.81,2017-10-25,butt_CC
"9,101",246.87,2017-10-25,butt_bnls
"19,974",981.56,2017-10-25,tndrloin
"287,185","1,005.47",2017-10-26,tndrloin
"6,138",367.30,2017-10-26,butt_CC
"10,640",238.16,2017-10-26,butt_bnls
,,2017-10-27,butt_bnls
"18,717",954.89,2017-10-27,tndrloin
,,2017-10-27,butt_CC
"7,919",237.79,2017-10-30,butt_bnls
"20,322","1,014.94",2017-10-30,tndrloin
,,2017-10-30,butt_CC
"11,166","1,033.35",2017-10-31,tndrloin
"22,169",367.82,2017-10-31,butt_CC
"1,105",253.54,2017-10-31,butt_bnls
"59,330","1,027.58",2017-11-01,tndrloin
"32,395",380.28,2017-11-01,butt_CC
"1,829",246.64,2017-11-01,butt_bnls
"224,611","1,043.54",2017-11-02,tndrloin
"15,659",390.54,2017-11-02,butt_CC
"19,616",244.06,2017-11-02,butt_bnls
"13,696",242.26,2017-11-03,butt_bnls
,,2017-11-03,butt_CC
"35,929","1,054.78",2017-11-03,tndrloin
"86,450","1,070.61",2017-11-06,tndrloin
,,2017-11-06,butt_CC
"7,671",247.92,2017-11-06,butt_bnls
"20,748","1,049.82",2017-11-07,tndrloin
,,2017-11-07,butt_CC
,,2017-11-07,butt_bnls
"50,137","1,113.20",2017-11-08,tndrloin
"3,842",423.43,2017-11-08,butt_CC
"5,714",268.90,2017-11-08,butt_bnls
"4,933",269.29,2017-11-09,butt_bnls
"39,364","1,109.62",2017-11-09,tndrloin
"16,602",416.83,2017-11-09,butt_CC
"151,508","1,118.76",2017-11-10,tndrloin
,,2017-11-10,butt_CC
,,2017-11-10,butt_bnls
"20,754","1,071.43",2017-11-13,tndrloin
,,2017-11-13,butt_CC
"4,592",273.24,2017-11-13,butt_bnls
"94,668","1,134.28",2017-11-14,tndrloin
"32,699",398.05,2017-11-14,butt_CC
,,2017-11-14,butt_bnls
"2,021",284.30,2017-11-15,butt_bnls
"50,979","1,145.50",2017-11-15,tndrloin
"2,185",425.28,2017-11-15,butt_CC
"168,652","1,149.94",2017-11-16,tndrloin
"12,777",433.64,2017-11-16,butt_CC
"7,823",290.00,2017-11-16,butt_bnls
"11,775","1,167.72",2017-11-17,tndrloin
,,2017-11-17,butt_CC
"2,507",290.00,2017-11-17,butt_bnls
"7,086",286.27,2017-11-20,butt_bnls
,,2017-11-20,butt_CC
"79,397","1,161.37",2017-11-20,tndrloin
,,2017-11-21,butt_bnls
"52,781","1,153.83",2017-11-21,tndrloin
"49,250",399.01,2017-11-21,butt_CC
"2,023",296.07,2017-11-22,butt_bnls
"28,543","1,160.87",2017-11-22,tndrloin
"14,850",449.40,2017-11-22,butt_CC
"17,889","1,164.09",2017-11-24,tndrloin
,,2017-11-24,butt_CC
"6,081",294.07,2017-11-24,butt_bnls
"26,534","1,182.21",2017-11-27,tndrloin
,,2017-11-27,butt_CC
"3,932",294.51,2017-11-27,butt_bnls
"47,033",409.14,2017-11-28,butt_CC
"5,132",293.94,2017-11-28,butt_bnls
"47,494","1,141.47",2017-11-28,tndrloin
"41,351","1,183.65",2017-11-29,tndrloin
,,2017-11-29,butt_CC
"3,699",292.80,2017-11-29,butt_bnls
"89,823",278.72,2017-11-30,butt_bnls
"46,142","1,148.68",2017-11-30,tndrloin
"12,801",456.79,2017-11-30,butt_CC
"2,737",289.51,2017-12-01,butt_bnls
"124,732","1,153.37",2017-12-01,tndrloin
,,2017-12-01,butt_CC
"69,025","1,160.95",2017-12-04,tndrloin
,,2017-12-04,butt_CC
"4,012",290.80,2017-12-04,butt_bnls
"29,346","1,167.12",2017-12-05,tndrloin
,,2017-12-05,butt_CC
"18,678",281.62,2017-12-05,butt_bnls
"5,509","1,177.46",2017-12-06,tndrloin
"5,510",425.89,2017-12-06,butt_CC
"1,512",293.63,2017-12-06,butt_bnls
"12,822",285.41,2017-12-07,butt_bnls
"131,938","1,113.80",2017-12-07,tndrloin
"11,906",459.43,2017-12-07,butt_CC
"107,197","1,107.45",2017-12-08,tndrloin
,,2017-12-08,butt_CC
"4,745",285.51,2017-12-08,butt_bnls
"75,385","1,048.56",2017-12-11,tndrloin
,,2017-12-11,butt_CC
,,2017-12-11,butt_bnls
,,2017-12-12,butt_bnls
"29,568",436.12,2017-12-12,butt_CC
"128,034","1,075.45",2017-12-12,tndrloin
"4,232",310.56,2017-12-13,butt_bnls
"266,584","1,043.76",2017-12-13,tndrloin
"3,850",442.36,2017-12-13,butt_CC
"2,523",305.72,2017-12-14,butt_bnls
"119,432","1,072.02",2017-12-14,tndrloin
"15,222",468.11,2017-12-14,butt_CC
"64,574","1,053.88",2017-12-15,tndrloin
,,2017-12-15,butt_CC
"19,157",309.43,2017-12-15,butt_bnls
"156,641","1,007.58",2017-12-18,tndrloin
,,2017-12-18,butt_CC
,,2017-12-18,butt_bnls
,,2017-12-19,butt_bnls
,,2017-12-19,butt_CC
"128,334",989.14,2017-12-19,tndrloin
"182,964",982.62,2017-12-20,tndrloin
"1,177",479.69,2017-12-20,butt_CC
"3,221",318.79,2017-12-20,butt_bnls
"54,300",984.61,2017-12-21,tndrloin
"14,167",464.73,2017-12-21,butt_CC
"4,941",319.66,2017-12-21,butt_bnls
"4,278",321.40,2017-12-22,butt_bnls
,,2017-12-22,butt_CC
"145,172",957.35,2017-12-22,tndrloin
,,2017-12-26,butt_bnls
"32,812",984.62,2017-12-26,tndrloin
,,2017-12-26,butt_CC
"635,886",919.96,2017-12-27,tndrloin
"13,095",464.57,2017-12-27,butt_CC
